epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
163,2043.08,0.40173,0.37796,0.87619,0.99734,1,0.995,0.92212,0.39216,0.32541,0.84585,0.00135848,0.00135848,0.00135848
164,2055.58,0.35106,0.34165,0.8732,0.99736,1,0.995,0.91457,0.40083,0.32093,0.85518,0.00135452,0.00135452,0.00135452
165,2067.91,0.40823,0.35707,0.88043,0.99736,1,0.995,0.91457,0.40083,0.32093,0.85518,0.00135056,0.00135056,0.00135056
166,2080.01,0.3929,0.33305,0.87428,0.99733,1,0.995,0.93164,0.37196,0.30989,0.84514,0.0013466,0.0013466,0.0013466
167,2092.39,0.4037,0.35937,0.88768,0.99741,1,0.995,0.93373,0.34185,0.31259,0.83371,0.00134264,0.00134264,0.00134264
168,2104.72,0.38759,0.33752,0.85418,0.99737,1,0.995,0.91973,0.34255,0.31685,0.82966,0.00133868,0.00133868,0.00133868
169,2116.91,0.37334,0.35209,0.85641,0.99737,1,0.995,0.91973,0.34255,0.31685,0.82966,0.00133472,0.00133472,0.00133472
170,2129.16,0.36966,0.34501,0.85284,0.99719,1,0.995,0.92794,0.38663,0.31609,0.84049,0.00133076,0.00133076,0.00133076
171,2141.5,0.4212,0.36114,0.87587,0.99659,1,0.995,0.92742,0.40049,0.32891,0.85444,0.0013268,0.0013268,0.0013268
172,2154.29,0.39553,0.37651,0.86838,0.9973,1,0.995,0.93809,0.36472,0.31471,0.84819,0.00132284,0.00132284,0.00132284
173,2166.86,0.41052,0.34387,0.88303,0.9973,1,0.995,0.93809,0.36472,0.31471,0.84819,0.00131888,0.00131888,0.00131888
174,2179.27,0.39162,0.34477,0.86182,0.99708,1,0.995,0.93592,0.34868,0.30107,0.8395,0.00131492,0.00131492,0.00131492
175,2191.75,0.40398,0.35288,0.8406,0.9972,1,0.995,0.94886,0.35497,0.29386,0.83354,0.00131096,0.00131096,0.00131096
176,2204.16,0.36749,0.3329,0.82399,0.99721,1,0.995,0.95231,0.36025,0.29236,0.83205,0.001307,0.001307,0.001307
177,2216.46,0.38834,0.31908,0.85524,0.99721,1,0.995,0.95231,0.36025,0.29236,0.83205,0.00130304,0.00130304,0.00130304
178,2228.88,0.36684,0.34124,0.84109,0.99728,1,0.995,0.9314,0.40217,0.30811,0.83619,0.00129908,0.00129908,0.00129908
179,2241.26,0.34608,0.31747,0.85941,0.99702,1,0.995,0.91231,0.44222,0.30502,0.84313,0.00129512,0.00129512,0.00129512
180,2254.76,0.38125,0.33598,0.83436,0.99713,1,0.995,0.90093,0.4427,0.29304,0.84624,0.00129116,0.00129116,0.00129116
181,2267.36,0.34042,0.32658,0.87093,0.99713,1,0.995,0.90093,0.4427,0.29304,0.84624,0.0012872,0.0012872,0.0012872
182,2279.66,0.36161,0.33833,0.86718,0.9972,1,0.995,0.91523,0.3596,0.29383,0.8267,0.00128324,0.00128324,0.00128324
183,2292.51,0.37297,0.33901,0.87457,0.99599,1,0.995,0.93536,0.35381,0.319,0.82691,0.00127928,0.00127928,0.00127928
184,2305.03,0.35251,0.30956,0.85289,0.99425,1,0.995,0.93038,0.3654,0.32176,0.8314,0.00127532,0.00127532,0.00127532
185,2317.45,0.33299,0.39281,0.90104,0.99425,1,0.995,0.93038,0.3654,0.32176,0.8314,0.00127136,0.00127136,0.00127136
186,2329.55,0.37415,0.35859,0.87264,0.9949,1,0.995,0.9334,0.35693,0.29753,0.82834,0.0012674,0.0012674,0.0012674
187,2341.86,0.33857,0.31964,0.87192,0.9958,1,0.995,0.95486,0.35454,0.28999,0.82772,0.00126344,0.00126344,0.00126344
188,2354.33,0.36517,0.47472,0.9101,0.99557,1,0.995,0.95907,0.35689,0.28353,0.83033,0.00125948,0.00125948,0.00125948
189,2366.67,0.35565,0.32892,0.85377,0.99557,1,0.995,0.95907,0.35689,0.28353,0.83033,0.00125552,0.00125552,0.00125552
190,2379.06,0.34485,0.31992,0.8403,0.99613,1,0.995,0.9227,0.34627,0.3002,0.82636,0.00125156,0.00125156,0.00125156
191,2391.49,0.31447,0.31332,0.84372,0.99648,1,0.995,0.95604,0.333,0.28685,0.81979,0.0012476,0.0012476,0.0012476
192,2403.8,0.36243,0.34969,0.86319,0.99718,1,0.995,0.95776,0.32936,0.28174,0.82193,0.00124364,0.00124364,0.00124364
193,2416.14,0.39967,0.31192,0.85706,0.99718,1,0.995,0.95776,0.32936,0.28174,0.82193,0.00123968,0.00123968,0.00123968
194,2428.42,0.39804,0.34287,0.88585,0.99669,1,0.995,0.96702,0.34439,0.29807,0.82963,0.00123572,0.00123572,0.00123572
195,2440.5,0.31699,0.30933,0.85212,0.99723,1,0.995,0.95488,0.36318,0.2988,0.84122,0.00123176,0.00123176,0.00123176
196,2453.26,0.35369,0.36626,0.86036,0.99713,1,0.995,0.94386,0.37573,0.30134,0.84857,0.0012278,0.0012278,0.0012278
197,2465.4,0.42045,0.37163,0.86496,0.99713,1,0.995,0.94386,0.37573,0.30134,0.84857,0.00122384,0.00122384,0.00122384
198,2477.76,0.36437,0.35182,0.87308,0.99785,1,0.995,0.94788,0.38346,0.30853,0.85366,0.00121988,0.00121988,0.00121988
199,2490.52,0.3554,0.32009,0.83296,0.99801,1,0.995,0.94823,0.39957,0.3138,0.85346,0.00121592,0.00121592,0.00121592
200,2502.86,0.3261,0.32832,0.85351,0.99786,1,0.995,0.94005,0.38964,0.30793,0.84684,0.00121196,0.00121196,0.00121196
201,2515.75,0.34583,0.33338,0.86881,0.99786,1,0.995,0.94005,0.38964,0.30793,0.84684,0.001208,0.001208,0.001208
202,2528.07,0.32681,0.30892,0.83934,0.99804,1,0.995,0.94628,0.36425,0.28743,0.83924,0.00120404,0.00120404,0.00120404
203,2540.18,0.3261,0.29114,0.84224,0.99781,1,0.995,0.94304,0.35291,0.30054,0.83366,0.00120008,0.00120008,0.00120008
204,2552.96,0.33779,0.30962,0.82859,0.99638,1,0.995,0.9367,0.36252,0.30711,0.83465,0.00119612,0.00119612,0.00119612
205,2565.17,0.33491,0.30948,0.85749,0.99638,1,0.995,0.9367,0.36252,0.30711,0.83465,0.00119216,0.00119216,0.00119216
206,2577.75,0.35274,0.3763,0.84205,0.99633,1,0.995,0.93665,0.37411,0.30646,0.8339,0.0011882,0.0011882,0.0011882
207,2589.87,0.3761,0.3691,0.87901,0.99742,1,0.995,0.93867,0.36908,0.28041,0.82924,0.00118424,0.00118424,0.00118424
208,2603.26,0.31345,0.30291,0.8233,0.99777,1,0.995,0.93523,0.36599,0.27802,0.82791,0.00118028,0.00118028,0.00118028
209,2616.04,0.33686,0.33472,0.84399,0.99777,1,0.995,0.93523,0.36599,0.27802,0.82791,0.00117632,0.00117632,0.00117632
210,2628.5,0.33035,0.2943,0.83409,0.99781,1,0.995,0.91803,0.36057,0.27831,0.82768,0.00117236,0.00117236,0.00117236
211,2640.97,0.33452,0.32909,0.85675,0.99768,1,0.995,0.94124,0.37207,0.27874,0.82989,0.0011684,0.0011684,0.0011684
212,2653.46,0.32785,0.27261,0.84133,0.99747,1,0.995,0.95453,0.35006,0.27556,0.8265,0.00116444,0.00116444,0.00116444
213,2665.42,0.31275,0.29323,0.8089,0.99747,1,0.995,0.95453,0.35006,0.27556,0.8265,0.00116048,0.00116048,0.00116048
214,2677.79,0.31851,0.28787,0.82141,0.9969,1,0.995,0.956,0.32482,0.27286,0.82231,0.00115652,0.00115652,0.00115652
215,2691.45,0.34196,0.29211,0.83664,0.99317,1,0.995,0.95135,0.33358,0.26776,0.82292,0.00115256,0.00115256,0.00115256
216,2706.05,0.30879,0.28361,0.82882,0.99606,1,0.995,0.95423,0.33909,0.26516,0.82448,0.0011486,0.0011486,0.0011486
217,2719.16,0.33084,0.28939,0.83921,0.99606,1,0.995,0.95423,0.33909,0.26516,0.82448,0.00114464,0.00114464,0.00114464
218,2731.99,0.32999,0.28405,0.83226,0.99729,1,0.995,0.95908,0.33745,0.27671,0.83059,0.00114068,0.00114068,0.00114068
219,2744.12,0.31931,0.31194,0.85189,0.99737,1,0.995,0.95011,0.35265,0.29167,0.83354,0.00113672,0.00113672,0.00113672
220,2756.92,0.307,0.3123,0.84272,0.99735,1,0.995,0.95255,0.36824,0.28576,0.83675,0.00113276,0.00113276,0.00113276
221,2769.15,0.34247,0.32409,0.86965,0.99735,1,0.995,0.95255,0.36824,0.28576,0.83675,0.0011288,0.0011288,0.0011288
222,2781.76,0.31167,0.29128,0.80702,0.99737,1,0.995,0.93825,0.36504,0.2834,0.83861,0.00112484,0.00112484,0.00112484
223,2794.4,0.32717,0.31298,0.8545,0.99736,1,0.995,0.93334,0.3683,0.28072,0.8427,0.00112088,0.00112088,0.00112088
224,2806.91,0.34099,0.3068,0.83593,0.99723,1,0.995,0.93217,0.36755,0.27899,0.84311,0.00111692,0.00111692,0.00111692
225,2819.44,0.33678,0.29187,0.86495,0.99723,1,0.995,0.93217,0.36755,0.27899,0.84311,0.00111296,0.00111296,0.00111296
226,2831.79,0.32566,0.29309,0.85405,0.99733,1,0.995,0.95579,0.34965,0.27796,0.84232,0.001109,0.001109,0.001109
227,2843.82,0.31524,0.27274,0.8557,0.9968,1,0.995,0.9595,0.35013,0.30203,0.8488,0.00110504,0.00110504,0.00110504
228,2857.95,0.35442,0.33685,0.85242,0.99628,1,0.995,0.9625,0.35585,0.29964,0.84995,0.00110108,0.00110108,0.00110108
229,2872.19,0.31427,0.28096,0.84836,0.99628,1,0.995,0.9625,0.35585,0.29964,0.84995,0.00109712,0.00109712,0.00109712
230,2886.21,0.34872,0.30658,0.86164,0.99654,1,0.995,0.95141,0.35465,0.29292,0.84347,0.00109316,0.00109316,0.00109316
231,2900,0.34071,0.31616,0.85271,0.99705,1,0.995,0.94828,0.34281,0.27909,0.83656,0.0010892,0.0010892,0.0010892
232,2911.97,0.29855,0.29004,0.86674,0.9973,1,0.995,0.95206,0.34311,0.27532,0.8305,0.00108524,0.00108524,0.00108524
233,2924.33,0.33959,0.31034,0.85164,0.9973,1,0.995,0.95206,0.34311,0.27532,0.8305,0.00108128,0.00108128,0.00108128
234,2936.04,0.33277,0.31437,0.82847,0.99751,1,0.995,0.94508,0.34825,0.26899,0.82924,0.00107732,0.00107732,0.00107732
235,2948.17,0.33046,0.27787,0.85882,0.99766,1,0.995,0.94479,0.34583,0.26317,0.82777,0.00107336,0.00107336,0.00107336
236,2960.14,0.36559,0.3168,0.83286,0.99769,1,0.995,0.96468,0.34467,0.26112,0.82916,0.0010694,0.0010694,0.0010694
237,2971.82,0.31869,0.27154,0.82908,0.99769,1,0.995,0.96468,0.34467,0.26112,0.82916,0.00106544,0.00106544,0.00106544
238,2983.44,0.32113,0.28047,0.85384,0.99769,1,0.995,0.94647,0.35652,0.26633,0.83524,0.00106148,0.00106148,0.00106148
239,2995.13,0.35015,0.29227,0.84848,0.99772,1,0.995,0.95379,0.36699,0.27235,0.83564,0.00105752,0.00105752,0.00105752
240,3007.09,0.33223,0.29051,0.81652,0.99769,1,0.995,0.94998,0.36026,0.27308,0.82888,0.00105356,0.00105356,0.00105356
241,3018.85,0.34919,0.28054,0.82743,0.99769,1,0.995,0.94998,0.36026,0.27308,0.82888,0.0010496,0.0010496,0.0010496
242,3030.49,0.32173,0.27179,0.81561,0.99765,1,0.995,0.96079,0.34,0.26348,0.82349,0.00104564,0.00104564,0.00104564
243,3042.37,0.2929,0.25616,0.86088,0.99765,1,0.995,0.94698,0.32239,0.2467,0.82296,0.00104168,0.00104168,0.00104168
244,3054.2,0.34054,0.35267,0.84948,0.99758,1,0.995,0.96096,0.3163,0.23427,0.8232,0.00103772,0.00103772,0.00103772
245,3065.91,0.31192,0.27251,0.8406,0.99758,1,0.995,0.96096,0.3163,0.23427,0.8232,0.00103376,0.00103376,0.00103376
246,3077.66,0.34375,0.32809,0.87059,0.99759,1,0.995,0.95687,0.32109,0.23712,0.82134,0.0010298,0.0010298,0.0010298
247,3089.36,0.33968,0.29401,0.84641,0.99754,1,0.995,0.96562,0.31551,0.24311,0.8191,0.00102584,0.00102584,0.00102584
248,3101.14,0.29859,0.25689,0.84637,0.99765,1,0.995,0.96409,0.30802,0.24794,0.82071,0.00102188,0.00102188,0.00102188
249,3112.86,0.32607,0.28494,0.84249,0.99765,1,0.995,0.96409,0.30802,0.24794,0.82071,0.00101792,0.00101792,0.00101792
250,3124.5,0.29817,0.2831,0.82262,0.99771,1,0.995,0.96425,0.31792,0.25748,0.82212,0.00101396,0.00101396,0.00101396
251,3136.26,0.36666,0.31846,0.85934,0.99773,1,0.995,0.96512,0.33008,0.25074,0.82482,0.00101,0.00101,0.00101
252,3147.87,0.36834,0.29952,0.85556,0.99773,1,0.995,0.97462,0.32219,0.2575,0.82083,0.00100604,0.00100604,0.00100604
253,3160.29,0.34567,0.28166,0.85904,0.99773,1,0.995,0.97462,0.32219,0.2575,0.82083,0.00100208,0.00100208,0.00100208
254,3172.15,0.31744,0.28368,0.80599,1,0.98832,0.995,0.98065,0.31341,0.2628,0.821,0.00099812,0.00099812,0.00099812
255,3184.62,0.32331,0.30296,0.86446,1,0.99266,0.995,0.98065,0.32168,0.25894,0.82307,0.00099416,0.00099416,0.00099416
256,3197.86,0.31295,0.25428,0.82202,0.99758,1,0.995,0.93483,0.33273,0.26038,0.82746,0.0009902,0.0009902,0.0009902
257,3210.09,0.28408,0.27215,0.86702,0.99758,1,0.995,0.93483,0.33273,0.26038,0.82746,0.00098624,0.00098624,0.00098624
258,3222.06,0.32958,0.27783,0.85716,0.99746,1,0.995,0.93668,0.3417,0.24905,0.82959,0.00098228,0.00098228,0.00098228
259,3234.13,0.31219,0.28341,0.84632,0.99741,1,0.995,0.95042,0.32961,0.24095,0.82598,0.00097832,0.00097832,0.00097832
260,3246.04,0.29708,0.38086,0.79817,0.99734,1,0.995,0.94402,0.31696,0.23515,0.82555,0.00097436,0.00097436,0.00097436
261,3257.88,0.30591,0.25822,0.8135,0.99734,1,0.995,0.94402,0.31696,0.23515,0.82555,0.0009704,0.0009704,0.0009704
262,3269.56,0.30916,0.26666,0.81938,0.99733,1,0.995,0.96187,0.32582,0.24351,0.8291,0.00096644,0.00096644,0.00096644
263,3281.34,0.41485,0.38587,0.94387,0.99747,1,0.995,0.94561,0.3394,0.24284,0.83063,0.00096248,0.00096248,0.00096248
264,3293.14,0.30754,0.26846,0.86942,0.99748,1,0.995,0.95735,0.35359,0.23974,0.8315,0.00095852,0.00095852,0.00095852
265,3304.79,0.29534,0.27465,0.85418,0.99748,1,0.995,0.95735,0.35359,0.23974,0.8315,0.00095456,0.00095456,0.00095456
266,3316.73,0.30877,0.28065,0.84741,0.9975,1,0.995,0.94361,0.35288,0.2392,0.82855,0.0009506,0.0009506,0.0009506
267,3328.42,0.33665,0.27568,0.85216,0.99742,1,0.995,0.95724,0.32454,0.24619,0.82221,0.00094664,0.00094664,0.00094664
268,3340.78,0.32284,0.26201,0.86175,0.99747,1,0.995,0.95928,0.32205,0.24129,0.8218,0.00094268,0.00094268,0.00094268
269,3355.3,0.38303,0.32544,0.89298,0.99747,1,0.995,0.95928,0.32205,0.24129,0.8218,0.00093872,0.00093872,0.00093872
270,3368.72,0.31743,0.27334,0.84216,0.99759,1,0.995,0.96587,0.33903,0.23857,0.82412,0.00093476,0.00093476,0.00093476
271,3382.11,0.29975,0.25231,0.83711,0.99759,1,0.995,0.94867,0.35758,0.24474,0.82574,0.0009308,0.0009308,0.0009308
272,3395.78,0.27507,0.26756,0.8377,0.99769,1,0.995,0.94421,0.35548,0.26105,0.82481,0.00092684,0.00092684,0.00092684
273,3409.42,0.36092,0.2974,0.85052,0.99769,1,0.995,0.94421,0.35548,0.26105,0.82481,0.00092288,0.00092288,0.00092288
274,3425.26,0.26967,0.25874,0.82998,1,0.99216,0.995,0.95037,0.34732,0.26444,0.8248,0.00091892,0.00091892,0.00091892
275,3441.16,0.33057,0.2706,0.83634,0.99353,1,0.995,0.95668,0.34995,0.25093,0.82887,0.00091496,0.00091496,0.00091496
276,3456.02,0.33388,0.26574,0.8388,0.99364,1,0.995,0.95845,0.35439,0.25927,0.83119,0.000911,0.000911,0.000911
277,3471.09,0.30963,0.25444,0.84571,0.99364,1,0.995,0.95845,0.35439,0.25927,0.83119,0.00090704,0.00090704,0.00090704
278,3485.51,0.28124,0.25929,0.83005,0.99531,1,0.995,0.9487,0.36195,0.26374,0.83046,0.00090308,0.00090308,0.00090308
279,3498.58,0.33374,0.29485,0.83505,0.9959,1,0.995,0.93694,0.37174,0.27385,0.82981,0.00089912,0.00089912,0.00089912
280,3510.61,0.33195,0.2936,0.89327,0.99619,1,0.995,0.93437,0.36665,0.2674,0.82666,0.00089516,0.00089516,0.00089516
281,3523.26,0.31533,0.27513,0.85625,0.99619,1,0.995,0.93437,0.36665,0.2674,0.82666,0.0008912,0.0008912,0.0008912
282,3535.71,0.31756,0.26267,0.85102,0.9969,1,0.995,0.96468,0.33706,0.26044,0.82054,0.00088724,0.00088724,0.00088724
283,3547.92,0.28999,0.29238,0.83395,0.99735,1,0.995,0.96543,0.32241,0.25414,0.81837,0.00088328,0.00088328,0.00088328
284,3560.52,0.31913,0.28132,0.84503,0.99679,1,0.995,0.96404,0.32214,0.24883,0.81967,0.00087932,0.00087932,0.00087932
285,3572.47,0.3362,0.27614,0.87079,0.99679,1,0.995,0.96404,0.32214,0.24883,0.81967,0.00087536,0.00087536,0.00087536
286,3585.25,0.32216,0.28194,0.83795,0.99678,1,0.995,0.9554,0.32036,0.24183,0.81926,0.0008714,0.0008714,0.0008714
287,3597.41,0.28119,0.26897,0.8318,0.9975,1,0.995,0.94387,0.32932,0.2441,0.81936,0.00086744,0.00086744,0.00086744
288,3609.56,0.28075,0.2388,0.83387,0.99742,1,0.995,0.93786,0.32413,0.23081,0.81706,0.00086348,0.00086348,0.00086348
289,3622.31,0.36906,0.26217,0.89562,0.99742,1,0.995,0.93786,0.32413,0.23081,0.81706,0.00085952,0.00085952,0.00085952
290,3634.28,0.27363,0.29156,0.83909,0.99734,1,0.995,0.95442,0.3049,0.22784,0.81391,0.00085556,0.00085556,0.00085556
291,3647.15,0.23048,0.2145,0.83686,0.99713,1,0.995,0.94909,0.3034,0.22061,0.81916,0.0008516,0.0008516,0.0008516
292,3659.55,0.30068,0.25989,0.84259,0.99673,1,0.995,0.96521,0.31664,0.23091,0.82398,0.00084764,0.00084764,0.00084764
293,3671.98,0.27561,0.23938,0.83515,0.99673,1,0.995,0.96521,0.31664,0.23091,0.82398,0.00084368,0.00084368,0.00084368
294,3684.75,0.2855,0.2784,0.8298,0.99654,1,0.995,0.96446,0.314,0.23448,0.82315,0.00083972,0.00083972,0.00083972
295,3696.89,0.32881,0.28567,0.84527,0.99664,1,0.995,0.96478,0.30054,0.2215,0.82124,0.00083576,0.00083576,0.00083576
296,3709.32,0.31445,0.27888,0.8201,0.9966,1,0.995,0.97104,0.29649,0.22594,0.81908,0.0008318,0.0008318,0.0008318
297,3721.3,0.28423,0.26355,0.8219,0.9966,1,0.995,0.97104,0.29649,0.22594,0.81908,0.00082784,0.00082784,0.00082784
298,3733.67,0.29081,0.27175,0.85893,0.997,1,0.995,0.97151,0.29418,0.22824,0.81833,0.00082388,0.00082388,0.00082388
299,3745.76,0.29697,0.25794,0.8616,0.99719,1,0.995,0.96335,0.29179,0.2215,0.81606,0.00081992,0.00081992,0.00081992
300,3758.02,0.30061,0.25588,0.82739,0.99739,1,0.995,0.95368,0.29875,0.22086,0.81321,0.00081596,0.00081596,0.00081596
301,3770.7,0.27442,0.24866,0.8387,0.99739,1,0.995,0.95368,0.29875,0.22086,0.81321,0.000812,0.000812,0.000812
302,3782.63,0.27634,0.25795,0.83052,0.99741,1,0.995,0.94507,0.30447,0.21997,0.81416,0.00080804,0.00080804,0.00080804
303,3795.51,0.25944,0.24246,0.85215,0.99744,1,0.995,0.94732,0.30628,0.22034,0.81487,0.00080408,0.00080408,0.00080408
304,3808.6,0.28205,0.25409,0.81845,0.99745,1,0.995,0.95389,0.31406,0.22139,0.81828,0.00080012,0.00080012,0.00080012
305,3820.74,0.30188,0.26698,0.85019,0.99745,1,0.995,0.95389,0.31406,0.22139,0.81828,0.00079616,0.00079616,0.00079616
306,3833.74,0.27898,0.24584,0.83047,0.99751,1,0.995,0.95131,0.31793,0.24125,0.82109,0.0007922,0.0007922,0.0007922
307,3845.82,0.32093,0.25849,0.87469,0.99756,1,0.995,0.93139,0.32568,0.23587,0.82369,0.00078824,0.00078824,0.00078824
308,3859.44,0.34923,0.31063,0.86298,0.99758,1,0.995,0.94248,0.33931,0.24656,0.82582,0.00078428,0.00078428,0.00078428
309,3872.4,0.34526,0.28094,0.86445,0.99758,1,0.995,0.94248,0.33931,0.24656,0.82582,0.00078032,0.00078032,0.00078032
310,3884.71,0.27664,0.2499,0.81291,0.9977,1,0.995,0.94655,0.33816,0.23745,0.82408,0.00077636,0.00077636,0.00077636
311,3897.12,0.24204,0.22686,0.79292,0.99789,1,0.995,0.94179,0.32662,0.23707,0.82021,0.0007724,0.0007724,0.0007724
312,3909.37,0.30524,0.27965,0.87288,0.99797,1,0.995,0.95021,0.31915,0.23704,0.81571,0.00076844,0.00076844,0.00076844
313,3922.05,0.2558,0.24797,0.85056,0.99797,1,0.995,0.95021,0.31915,0.23704,0.81571,0.00076448,0.00076448,0.00076448
314,3933.99,0.25028,0.22927,0.83517,0.99821,1,0.995,0.9561,0.32144,0.23469,0.81331,0.00076052,0.00076052,0.00076052
315,3947.67,0.26567,0.2547,0.84442,0.99785,1,0.995,0.96636,0.32657,0.2316,0.81462,0.00075656,0.00075656,0.00075656
316,3960.78,0.27998,0.231,0.83333,0.99745,1,0.995,0.96443,0.32588,0.2373,0.81629,0.0007526,0.0007526,0.0007526
317,3973.55,0.30723,0.25196,0.82924,0.99745,1,0.995,0.96443,0.32588,0.2373,0.81629,0.00074864,0.00074864,0.00074864
318,3986.2,0.27801,0.25772,0.83247,0.99716,1,0.995,0.96479,0.32201,0.23399,0.81648,0.00074468,0.00074468,0.00074468
319,3998,0.28323,0.24121,0.81497,0.99708,1,0.995,0.97421,0.31386,0.22902,0.81605,0.00074072,0.00074072,0.00074072
320,4011.16,0.28531,0.25468,0.82759,0.99685,1,0.995,0.96537,0.30824,0.22934,0.81796,0.00073676,0.00073676,0.00073676
321,4023.51,0.27306,0.24676,0.81337,0.99685,1,0.995,0.96537,0.30824,0.22934,0.81796,0.0007328,0.0007328,0.0007328
322,4036.79,0.24002,0.2393,0.85177,0.99713,1,0.995,0.9656,0.31871,0.2238,0.82044,0.00072884,0.00072884,0.00072884
323,4049.05,0.28609,0.23384,0.84738,0.99717,1,0.995,0.95431,0.33853,0.22864,0.82546,0.00072488,0.00072488,0.00072488
324,4061.29,0.27753,0.22797,0.83393,0.99689,1,0.995,0.94471,0.34927,0.22374,0.82807,0.00072092,0.00072092,0.00072092
325,4074.75,0.29048,0.24254,0.84748,0.99689,1,0.995,0.94471,0.34927,0.22374,0.82807,0.00071696,0.00071696,0.00071696
326,4087.07,0.27436,0.25149,0.8439,0.99697,1,0.995,0.95126,0.33389,0.22203,0.82486,0.000713,0.000713,0.000713
327,4099.7,0.25607,0.23553,0.85705,0.99721,1,0.995,0.96809,0.31648,0.22147,0.82106,0.00070904,0.00070904,0.00070904
328,4112.56,0.24621,0.21718,0.82799,0.99727,1,0.995,0.97506,0.31131,0.23166,0.82283,0.00070508,0.00070508,0.00070508
329,4127.42,0.27542,0.24078,0.87638,0.99727,1,0.995,0.97506,0.31131,0.23166,0.82283,0.00070112,0.00070112,0.00070112
330,4141.68,0.2744,0.26966,0.82941,0.99724,1,0.995,0.96685,0.30358,0.23019,0.82303,0.00069716,0.00069716,0.00069716
